source,target
11582761,715714808
11582761,716157940
11582761,717199528
11582761,719620554
11582761,719804067
11582761,722690026
11582761,728999049
11582761,729249650
11582761,732454096
11582761,733869819
11582761,734155055
11582761,735987857
11582761,736376389
11582761,737378102
11582761,738275246
11582761,739689340
11582761,740727113
11582761,740836922
11582761,741641192
11582761,742933510
11582761,743025542
11582761,743219816
11582761,744264417
11582761,744474313
11582761,749455948
11582761,750433739
11582761,752188178
11582761,752670973
11582761,752679503
11582761,753569369
11582761,753944662
11582761,758227908
11582761,761437966
11582761,762555023
11582761,764596845
11582761,764935423
11582761,765776227
11582761,767484436
11582761,767593463
11582761,768343226
11582761,775279269
11582761,775424111
11582761,778042067
11582761,780440411
11582761,781367271
11582761,782450766
11582761,794237016
11582761,796243723
11582761,798012924
11582761,800273747
11582761,803937681
11582761,805460243
11582761,806215501
11582761,814561469
11582761,815023860
11582761,817991557
11582761,819860192
11582761,819957434
11582761,820199403
11582761,825953287
11582761,828253595
11582761,829039029
11582761,831528865
11582761,834588391
11582761,842128767
11582761,846525264
11582761,846992881
11582761,852955552
11582761,855843813
11582761,856959756
11582761,859669830
11582761,862411849
11582761,866838947
11582761,867578872
11582761,870266908
11582761,870424028
11582761,876359201
11582761,877784020
11582761,895312855
11582761,897360999
11582761,1019043664
11582761,1019813860
11582761,1024141668
23810143,912691
23810143,2494223
23810143,2713556
23810143,4591495
23810143,5071600
23810143,6108170
23810143,6850688
23810143,6867247
23810143,9039942
23810143,10285960
23810143,10390871
23810143,10685862
23810143,11227286
23810143,11561161
23810143,12451246
23810143,13054277
23810143,13711752
23810143,13790459
23810143,14284742
23810143,14430519
23810143,15553381
23810143,17737594
23810143,17833557
23810143,18662731
23810143,19190028
23810143,19239849
23810143,19848687
23810143,22816426
23810143,23908803
23810143,26049210
23810143,26297174
23810143,27440842
23810143,28290622
23810143,30355428
23810143,30624143
23810143,31935697
23810143,32107950
23810143,32768202
23810143,32775550
23810143,34030089
23810143,34381968
23810143,35851207
23810143,36646864
23810143,37901696
23810143,38571054
23810143,39195549
23810143,39842015
23810143,40191482
23810143,40303834
23810143,42951111
23810143,45634844
23810143,48168658
23810143,48901995
23810143,50864523
23810143,54847356
23810143,56875928
23810143,62717613
23810143,62951642
23810143,64082131
23810143,64340855
23810143,65632335
23810143,66324984
23810143,68308138
23810143,69414549
23810143,71065253
23810143,71441036
23810143,71708825
23810143,72418959
23810143,72427013
23810143,78618456
23810143,78625041
23810143,78644583
23810143,79415215
23810143,79708575
23810143,80216151
23810143,82213330
23810143,82723726
23810143,85049952
23810143,87276853
23810143,92790098
23810143,94048985
23810143,96575838
23810143,97562943
23810143,98613032
23810143,99228440
23810143,104176596
23810143,104395545
23810143,104518844
23810143,104939112
23810143,107362579
23810143,109068668
23810143,112810453
23810143,112899130
23810143,113823059
23810143,122211416
23810143,124425139
23810143,135703362
23810143,136097095
23810143,137237481
23810143,138931079
23810143,147492756
23810143,152237305
23810143,153576694
23810143,156340246
23810143,156495068
23810143,165793021
23810143,182055269
23810143,185212332
23810143,188353861
23810143,190713544
23810143,191604210
23810143,192355552
23810143,194370373
23810143,194971603
23810143,199620933
23810143,201633920
23810143,201789430
23810143,204084818
23810143,211240117
23810143,211330848
23810143,212349503
23810143,225528294
23810143,228290062
23810143,229022010
23810143,231164424
23810143,240028831
23810143,244896121
23810143,246272044
23810143,252012357
23810143,258284685
23810143,264514333
23810143,282090919
23810143,298295182
23810143,301622211
23810143,314019680
23810143,320412543
23810143,363478422
23810143,372272176
23810143,372463842
23810143,373416993
23810143,374006715
23810143,375115423
23810143,375364312
23810143,377831024
23810143,379232666
23810143,381709404
23810143,382009880
23810143,382680645
23810143,386338773
23810143,388169963
23810143,390695066
23810143,392540570
23810143,397251265
23810143,404182261
23810143,418852991
23810143,420457705
23810143,445865539
23810143,448714030
23810143,451265237
23810143,452284211
23810143,453641555
23810143,456556737
23810143,459743583
23810143,478792967
23810143,481927633
23810143,499771117
23810143,510166778
23810143,518802745
23810143,535419584
23810143,538766495
