source,target
88785305,229956624
88785305,230169772
88785305,230637495
88785305,231009172
88785305,231342558
88785305,231374889
88785305,231617160
88785305,233563126
88785305,233644874
88785305,233764475
88785305,233973678
88785305,234622308
88785305,234641262
88785305,235849777
88785305,237102447
88785305,237149893
88785305,237351980
88785305,238283725
88785305,238544490
88785305,239001518
88785305,239255914
88785305,241514576
88785305,241756071
88785305,242213879
88785305,243378117
88785305,243984660
88785305,244093896
88785305,244510642
88785305,245120280
88785305,245486536
88785305,245939174
88785305,247328923
88785305,250318902
88785305,250870147
88785305,251106301
88785305,252013251
88785305,252278167
88785305,253189197
88785305,253516971
88785305,254252617
88785305,254475566
88785305,255210148
88785305,257164586
88785305,257843385
88785305,258139852
88785305,258379483
88785305,259864220
88785305,260276918
88785305,260303505
88785305,261453659
88785305,262084716
88785305,262176250
88785305,262481438
88785305,263004430
88785305,263566262
88785305,263605007
88785305,264551643
88785305,266883365
88785305,267502861
88785305,267807730
88785305,268449632
88785305,268713514
88785305,268862237
88785305,268942251
88785305,269373629
88785305,269917593
88785305,270420644
88785305,270924197
88785305,272414499
88785305,272929002
88785305,273646229
88785305,273874757
88785305,274015041
88785305,274696722
88785305,276416799
88785305,278396110
88785305,280824184
88785305,282054598
88785305,282072937
88785305,282915575
88785305,284475107
88785305,286847657
88785305,288297623
88785305,289346640
88785305,289661851
88785305,290216873
88785305,290745852
88785305,291306835
88785305,291943565
88785305,292808813
88785305,293243216
88785305,293845918
88785305,293926107
88785305,294761261
88785305,297272617
88785305,298127171
88785305,303807036
88785305,304314711
88785305,304338327
88785305,307466582
88785305,314845822
88785305,315042956
88785305,315985001
88785305,316397543
88785305,316441322
88785305,316810452
88785305,319288380
88785305,319500399
88785305,319584896
88785305,320208739
88785305,321315610
88785305,321338931
88785305,323777428
88785305,324147847
88785305,324831486
88785305,324883193
88785305,326369053
88785305,326806302
88785305,328440631
88785305,329091667
88785305,329456179
88785305,330424863
88785305,330941378
88785305,331485298
88785305,331502566
88785305,331866517
88785305,334392255
88785305,334815875
88785305,334971506
88785305,336566622
88785305,336771326
88785305,338400624
88785305,339901379
88785305,341487686
88785305,341872893
88785305,343343873
88785305,344143639
88785305,344406807
88785305,344731119
88785305,345111359
88785305,346170864
88785305,347693305
88785305,348609170
88785305,350699130
88785305,354922665
88785305,357916066
88785305,358867329
88785305,359987334
88785305,360249409
88785305,360591743
88785305,361045919
88785305,364359485
88785305,365531616
88785305,366230543
88785305,366618209
88785305,366901203
88785305,367498163
88785305,367670689
88785305,368999703
88785305,372540077
88785305,372844432
88785305,373754084
88785305,375267261
88785305,375645523
88785305,376042701
88785305,378528079
88785305,379263439
88785305,380038855
88785305,381761307
88785305,381893787
88785305,382374291
88785305,383285732
88785305,383434514
88785305,386658147
88785305,387269748
88785305,388008581
88785305,389266248
88785305,389635337
88785305,390448711
88785305,390523841
88785305,393361661
88785305,393598407
88785305,395952683
88785305,397734921
88785305,397943063
88785305,399220000
88785305,399734577
88785305,399890355
88785305,400253993
88785305,401342751
88785305,402687150
88785305,404555809
88785305,406806074
88785305,411354928
88785305,411755702
88785305,414250987
88785305,415473567
88785305,416603966
88785305,418107884
88785305,418370209
88785305,418558092
88785305,419162889
88785305,419442781
88785305,419872753
88785305,422304254
88785305,422487897
88785305,424602242
88785305,427831207
88785305,428071218
88785305,428237275
88785305,428862222
88785305,428915571
88785305,432227278
88785305,433575562
88785305,434648333
88785305,434667617
88785305,439904527
88785305,442793832
88785305,446065962
88785305,446373384
88785305,446877203
88785305,448269332
88785305,449818653
88785305,450552963
88785305,450599677
88785305,451633613
88785305,452294536
88785305,453060486
88785305,453286364
88785305,453385787
88785305,453874728
88785305,454467409
88785305,455246435
88785305,455292235
88785305,455461586
88785305,457078725
88785305,458858534
88785305,460699992
88785305,460789820
88785305,461293795
88785305,461547882
88785305,462191151
88785305,462658132
88785305,463499768
88785305,465331083
88785305,467253757
88785305,470456536
88785305,473295337
88785305,474699468
88785305,475553145
88785305,481296807
88785305,482038027
88785305,487859422
88785305,488319117
88785305,488416532
88785305,488850361
88785305,490202524
88785305,490964399
88785305,493552486
88785305,494839423
88785305,495192509
88785305,496167852
88785305,496658817
88785305,497266381
88785305,497858262
88785305,497869978
88785305,497892714
88785305,498565725
88785305,499845989
88785305,500111671
88785305,500789238
88785305,502576026
88785305,504740537
88785305,504940208
88785305,505583944
88785305,506686352
88785305,507827194
88785305,507931415
88785305,508103132
88785305,513069539
88785305,514301666
88785305,514466527
88785305,514994599
88785305,516084136
88785305,518192813
88785305,520989359
88785305,524889986
88785305,524897897
88785305,525181128
88785305,525257050
88785305,526104199
88785305,526265631
88785305,527035691
88785305,528322498
88785305,530485820
88785305,532546308
88785305,534594818
88785305,535027662
88785305,536786801
88785305,537103340
88785305,539306693
88785305,539713197
88785305,541251147
88785305,542363188
88785305,542918323
88785305,543961693
88785305,548690505
88785305,552163925
88785305,552645523
88785305,556642633
88785305,558023271
88785305,563002845
88785305,563890637
88785305,564446520
88785305,564510594
88785305,564878079
88785305,565043962
88785305,565560600
88785305,566048113
88785305,566454613
88785305,568441677
88785305,568944053
88785305,569145258
88785305,569296488
88785305,570420771
88785305,570837409
88785305,571511652
88785305,572327411
88785305,572455002
88785305,573307768
88785305,575566407
88785305,576076717
88785305,576446573
88785305,576983269
88785305,577080739
88785305,578262023
88785305,578648622
88785305,578974700
88785305,579335854
88785305,583180695
88785305,583251837
88785305,585359792
88785305,589011358
88785305,591050068
88785305,591187501
88785305,592945973
88785305,594741092
88785305,596863966
88785305,597327180
88785305,598320317
88785305,605618783
88785305,605846176
88785305,611642834
88785305,615423269
88785305,615759754
88785305,618876436
88785305,619682375
88785305,619903290
88785305,627998652
88785305,637197866
88785305,637352857
88785305,642048981
88785305,648993998
88785305,650319833
88785305,651079744
88785305,651199872
88785305,653008298
88785305,665630468
88785305,665842619
88785305,668436399
88785305,673470368
88785305,673825613
88785305,679641963
88785305,682633938
88785305,688731481
88785305,693610977
88785305,705966471
88785305,710253333
88785305,711118766
88785305,711366835
88785305,714004924
88785305,716239222
88785305,717766156
88785305,731564795
88785305,733836602
88785305,735410618
88785305,748364564
88785305,751271230
88785305,752173563
88785305,752425513
88785305,755576220
88785305,761747977
88785305,779630690
88785305,779839783
88785305,782903327
88785305,789542449
88785305,807189643
88785305,815965969
88785305,828174007
88785305,828529005
90696069,2405674
90696069,5315942
90696069,5856094
90696069,6719147
90696069,8757888
90696069,17346560
90696069,17862300
90696069,19348918
90696069,22029550
90696069,29553932
90696069,34078263
90696069,34753596
90696069,37635870
90696069,38647578
90696069,38777155
90696069,39339022
90696069,42827563
90696069,45111977
90696069,46633219
90696069,50193518
90696069,53387218
90696069,58338753
90696069,68941102
90696069,73334895
90696069,74233538
90696069,75002335
90696069,76221346
90696069,77471908
90696069,80391174
90696069,84561318
90696069,85146695
90696069,89747749
90696069,94414760
90696069,94595557
90696069,94866420
90696069,95169191
90696069,96477990
90696069,96627349
90696069,97479508
90696069,101477621
90696069,106739360
90696069,108522542
90696069,109276285
90696069,118155337
90696069,128446783
90696069,133781107
90696069,134403618
90696069,140208152
90696069,140399405
90696069,140722817
90696069,140940901
90696069,141171246
90696069,147334633
90696069,151658112
90696069,152988691
90696069,155251461
90696069,155710491
90696069,158857341
90696069,159219796
90696069,159548820
90696069,161007413
90696069,164692797
90696069,164879508
90696069,170623325
90696069,170720225
90696069,171160330
90696069,172835218
90696069,173488415
90696069,175622279
90696069,178010400
90696069,179543057
90696069,179623593
90696069,183178092
90696069,185132372
90696069,188579926
90696069,188683921
90696069,189131626
90696069,190931677
90696069,191228642
90696069,195505421
90696069,210699242
90696069,213379905
90696069,216903848
90696069,218756392
90696069,221802178
90696069,222629394
90696069,222734376
90696069,229049511
90696069,230874304
90696069,235060648
90696069,247250732
90696069,249424788
90696069,255458818
90696069,257069764
90696069,258972735
90696069,270211548
90696069,272208118
90696069,275999077
90696069,317508140
90696069,323899550
90696069,337215617
90696069,356620556
90696069,385590226
90696069,402236678
90696069,418589630
90696069,471082667
90696069,544721945
90696069,575948594
93511481,1045125
93511481,1287420
93511481,2731347
93511481,3115302
93511481,3222309
93511481,5851071
93511481,5856094
93511481,6698773
93511481,7969400
93511481,9173976
93511481,11482173
93511481,11686218
93511481,11938197
93511481,12231154
93511481,15192609
93511481,17030316
93511481,17742730
93511481,18309434
93511481,18918960
93511481,21134511
93511481,23065007
93511481,27867192
93511481,29640310
93511481,30808686
93511481,38906541
93511481,42111937
93511481,42909002
93511481,51189611
93511481,53191868
93511481,57644202
93511481,59909278
93511481,59993672
93511481,63683960
93511481,67952363
93511481,67962170
93511481,68620532
93511481,69295521
93511481,71183438
93511481,72226152
93511481,72915388
93511481,76662183
93511481,79632052
93511481,82736153
93511481,82853127
93511481,83454148
93511481,87014469
93511481,88179405
93511481,90686825
93511481,95969623
93511481,96879880
93511481,97002263
93511481,99143829
93511481,101565154
93511481,106396571
93511481,106925386
93511481,114209831
93511481,116510213
93511481,117132656
93511481,125415151
93511481,129499985
93511481,132731768
93511481,135436854
93511481,136497346
93511481,138413329
93511481,138724375
93511481,139172709
93511481,139212867
93511481,139253273
93511481,139376447
93511481,139688082
93511481,139743574
93511481,141104431
93511481,141354386
93511481,142600041
93511481,144646734
93511481,146221868
93511481,146326181
93511481,147532848
93511481,149161338
93511481,150577092
93511481,150617920
93511481,150835960
93511481,150845510
93511481,151076318
93511481,151096150
93511481,151274541
93511481,151414077
93511481,152692257
93511481,153113991
93511481,153515690
93511481,154038042
93511481,154327437
93511481,155303361
93511481,155563601
93511481,156179733
93511481,156288022
93511481,156903344
93511481,157094685
93511481,157299663
93511481,159066761
93511481,159687732
93511481,160097862
93511481,160645732
93511481,161477753
93511481,161977249
93511481,162026045
93511481,162085867
93511481,162174980
93511481,162496270
93511481,162612006
93511481,162782244
93511481,163356614
93511481,163727272
93511481,163729794
93511481,163952451
93511481,166012856
93511481,166023612
93511481,166627739
93511481,167549304
93511481,168748684
93511481,169820082
93511481,170279802
93511481,171627891
93511481,172710539
93511481,172954850
93511481,174719462
93511481,175950809
93511481,176064550
93511481,176581294
93511481,176834497
93511481,177358399
93511481,177976717
93511481,178891222
93511481,181850349
93511481,182045874
93511481,182794835
93511481,183004077
93511481,184335752
93511481,185190197
93511481,185312783
93511481,185597688
93511481,185981883
93511481,187505642
93511481,189443854
93511481,190076025
93511481,190627860
93511481,191228642
93511481,193200751
93511481,193297675
93511481,193496113
93511481,193517496
93511481,194514004
93511481,194765115
93511481,195145769
93511481,195323868
93511481,195332641
93511481,196258459
93511481,196353983
93511481,196392577
93511481,196932866
93511481,197570813
93511481,199088141
93511481,199752893
93511481,200240616
93511481,200419050
93511481,201185136
93511481,204556695
93511481,204976016
93511481,204987510
93511481,205465861
93511481,207022484
93511481,208473939
93511481,209332141
93511481,209777171
93511481,210151984
93511481,210389334
93511481,211782460
93511481,212540058
93511481,213087295
93511481,216362591
93511481,217200703
93511481,221546493
93511481,222453298
93511481,222623868
93511481,223013671
93511481,224296907
93511481,224525538
93511481,225374808
93511481,225721199
93511481,227190818
93511481,228459497
93511481,231770013
93511481,233219191
93511481,233958378
93511481,234152236
93511481,234478631
93511481,235342737
93511481,236101334
93511481,239797011
93511481,240352641
93511481,241301213
93511481,242729697
93511481,243957118
93511481,244186577
93511481,245637260
93511481,245873047
93511481,247039449
93511481,248463617
93511481,248948702
93511481,249854257
93511481,251491540
93511481,253624324
93511481,254410592
93511481,255014753
93511481,255601240
93511481,257187933
93511481,259150992
93511481,259720117
93511481,260704572
93511481,267952138
93511481,268097208
93511481,269345301
93511481,269728344
93511481,269864792
93511481,270889276
93511481,271218288
93511481,271854029
93511481,272491821
93511481,273113478
93511481,274443579
93511481,276787642
93511481,279808644
93511481,283867453
93511481,287738250
93511481,294951813
93511481,297361832
93511481,297723060
93511481,299094744
93511481,305522996
93511481,305862406
93511481,307819580
93511481,308498971
93511481,309232348
93511481,310300545
93511481,310591330
93511481,311380181
93511481,314761340
93511481,315292061
93511481,316279174
93511481,318070743
93511481,319891322
93511481,321828944
93511481,324201939
93511481,325878449
93511481,328977495
93511481,329834603
93511481,330684885
93511481,330863611
93511481,334393716
93511481,334489564
93511481,335473457
93511481,336544503
93511481,337750726
93511481,337917290
93511481,338840037
93511481,339037429
93511481,343111851
93511481,344948753
93511481,347073567
93511481,348609170
93511481,349791239
93511481,350494266
93511481,351126200
93511481,351406773
93511481,355268812
93511481,357603412
93511481,357958054
93511481,358699501
93511481,360833014
93511481,364406786
93511481,368197148
93511481,368280448
93511481,371648981
93511481,375535893
93511481,378066447
93511481,383240508
93511481,385420420
93511481,386089463
93511481,387954876
93511481,390500622
93511481,390991020
93511481,399094815
93511481,402236678
93511481,405423238
93511481,407167152
93511481,416102376
93511481,417232944
93511481,417605702
93511481,419536999
93511481,421947986
93511481,422468430
93511481,425822295
93511481,428143268
93511481,431334436
93511481,433528052
93511481,435655004
93511481,435712194
93511481,436986379
93511481,438391675
93511481,445069010
93511481,447536992
93511481,449659172
93511481,451020073
93511481,457089351
93511481,465372659
93511481,469800411
93511481,473111688
93511481,479289603
93511481,484038091
93511481,485495317
93511481,491534526
93511481,495235271
93511481,497192501
93511481,506027655
93511481,506120656
93511481,511254781
93511481,512549839
93511481,515857321
93511481,518238418
93511481,523739079
93511481,525107182
93511481,525281116
93511481,526554681
93511481,536343884
93511481,538053260
93511481,538163565
93511481,542395348
93511481,542400599
93511481,542722970
93511481,544152256
93511481,546306011
93511481,552985364
93511481,553496082
93511481,556532756
93511481,559158011
93511481,561243028
93511481,562686962
93511481,563449920
93511481,564203533
93511481,570841572
93511481,575614176
93511481,586943866
93511481,587088207
93511481,587321502
93511481,596655508
93511481,600276464
93511481,609952207
93511481,613877959
93511481,618252269
93511481,625209498
93511481,628800240
93511481,637930061
93511481,660068325
93511481,660495349
93511481,661372461
93511481,666146024
93511481,677377552
93511481,679556995
93511481,685674310
93511481,697794300
93511481,697968674
93511481,700688683
93511481,703940432
93511481,704334694
93511481,709180416
93511481,710904717
93511481,722806400
93511481,730128525
93511481,732979955
93511481,734025698
93511481,743878284
93511481,745765713
93511481,759127941
93511481,762692018
93511481,764305551
93511481,765762441
93511481,775222257
93511481,804275385
93511481,840089885
94867644,375204
94867644,1276225
94867644,1572587
94867644,5102603
94867644,8344043
94867644,11564356
94867644,18251399
94867644,20701892
94867644,22114692
94867644,30894317
94867644,32733331
94867644,42567406
94867644,45145075
94867644,54882374
94867644,56344169
94867644,61756340
94867644,70428184
94867644,72572460
94867644,80278425
94867644,86051051
94867644,88172929
94867644,93399787
94867644,102124766
94867644,104728342
94867644,107457723
94867644,110608876
94867644,113546117
94867644,120341656
94867644,123861388
94867644,124531927
94867644,128327628
94867644,130754343
94867644,137827064
94867644,140051985
94867644,144961742
94867644,145810285
94867644,146900214
94867644,149231632
94867644,151140090
94867644,153206248
94867644,154205610
94867644,156322043
94867644,157898124
94867644,159184641
94867644,160042468
94867644,160363160
94867644,166877425
94867644,167808641
94867644,170795455
94867644,171157648
94867644,173115119
94867644,173938201
94867644,174718312
94867644,176873303
94867644,177604709
94867644,180954623
94867644,181444119
94867644,186653093
94867644,188312006
94867644,189898496
94867644,190936664
94867644,191002499
94867644,194670899
94867644,197700598
94867644,198598409
94867644,199895032
94867644,206988657
94867644,207634257
94867644,209874371
94867644,209965185
94867644,210943915
94867644,211310416
94867644,212038100
94867644,212096373
94867644,212774148
94867644,213071454
94867644,213567642
94867644,214568545
94867644,214670847
94867644,217752352
94867644,218945813
94867644,221713452
94867644,222953187
94867644,223109084
94867644,224032680
94867644,227222281
94867644,229956624
94867644,230990681
94867644,231838992
94867644,233531079
94867644,234988690
94867644,238447732
94867644,241163221
94867644,241902672
94867644,245939174
94867644,249327803
94867644,252507342
94867644,253204686
94867644,253206712
94867644,254201930
94867644,254664531
94867644,254881002
94867644,255285098
94867644,255428459
94867644,255430562
94867644,259697038
94867644,263566262
94867644,267018345
94867644,267019961
94867644,267427834
94867644,271476229
94867644,271748667
94867644,271924895
94867644,272516534
94867644,274726102
94867644,274851137
94867644,275849233
94867644,275919026
94867644,277650347
94867644,281123671
94867644,281376731
94867644,283786594
94867644,284106831
94867644,285101741
94867644,286616005
94867644,286618507
94867644,289435429
94867644,291131844
94867644,291484593
94867644,293365706
94867644,293967302
94867644,294485732
94867644,295368070
94867644,297109867
94867644,297484616
94867644,297486539
94867644,299255309
94867644,299866736
94867644,300051347
94867644,300686185
94867644,301182551
94867644,302278342
94867644,304637416
94867644,304906765
94867644,306364616
94867644,307047911
94867644,313211115
94867644,314100395
94867644,317766708
94867644,318138197
94867644,320182139
94867644,320875695
94867644,321649898
94867644,322992202
94867644,323654475
94867644,324056700
94867644,324395133
94867644,325636834
94867644,325868095
94867644,327646233
94867644,328232573
94867644,328548658
94867644,331114665
94867644,332525475
94867644,332954211
94867644,334593663
94867644,334695835
94867644,334986101
94867644,339019684
94867644,342736625
94867644,342771996
94867644,342794487
94867644,342949622
94867644,343343873
94867644,344644318
94867644,354571026
94867644,354941529
94867644,355646209
94867644,355672342
94867644,356002958
94867644,359031553
94867644,359739950
94867644,360680762
94867644,363313878
94867644,365384194
94867644,366440124
94867644,366864751
94867644,367620706
94867644,369235143
94867644,369835895
94867644,376501969
94867644,376724415
94867644,376998136
94867644,378185631
94867644,380994476
94867644,381219341
94867644,382287805
94867644,383810736
94867644,391027138
94867644,391690156
94867644,395043959
94867644,395959615
94867644,396599240
94867644,397083491
94867644,397278468
94867644,398802303
94867644,399373385
94867644,399447037
94867644,400447757
94867644,404726931
94867644,406669933
94867644,406806074
94867644,409612455
94867644,410210050
94867644,415674753
94867644,419356394
94867644,425927215
94867644,426626388
94867644,427018402
94867644,427977015
94867644,428097857
94867644,428136776
94867644,430345359
94867644,434667617
94867644,435078378
94867644,437413858
94867644,442290304
94867644,447773118
94867644,448954720
94867644,450038774
94867644,450746750
94867644,453187528
94867644,453614018
94867644,453840515
94867644,454041689
94867644,457569634
94867644,461392443
94867644,463499768
94867644,465303235
94867644,467821068
94867644,470572803
94867644,470887978
94867644,473094487
94867644,474294129
94867644,475871041
94867644,478045075
94867644,478825094
94867644,484119494
94867644,491545908
94867644,493739239
94867644,497573070
94867644,498156621
94867644,502615580
94867644,504740537
94867644,506446286
94867644,507011810
94867644,508608176
94867644,511562986
94867644,511635331
94867644,518784028
94867644,519893174
94867644,520341919
94867644,522339127
94867644,523507300
94867644,528322498
94867644,528870755
94867644,529150359
94867644,534978333
94867644,535636667
94867644,536064587
94867644,537620220
94867644,542658977
94867644,548685874
94867644,551132217
94867644,553285769
94867644,562159076
94867644,565039327
94867644,565712982
94867644,566567898
94867644,567231985
94867644,569252608
94867644,572547397
94867644,573375357
94867644,575067353
94867644,579430426
94867644,580433173
94867644,581829245
94867644,583826764
94867644,584430283
94867644,586010555
94867644,590956002
94867644,592210704
94867644,594236874
94867644,594255589
94867644,601027041
94867644,603546122
94867644,603921347
94867644,609722744
94867644,613188924
94867644,614854558
94867644,617038555
94867644,617517750
94867644,618561709
94867644,618892151
94867644,625982007
94867644,626197751
94867644,630753317
94867644,637038315
94867644,637958815
94867644,639543090
94867644,640546877
94867644,640636162
94867644,642856789
94867644,642960461
94867644,648151309
94867644,663480945
94867644,663711374
94867644,664076191
94867644,666176583
94867644,673865760
94867644,682514384
94867644,684291282
94867644,686739413
94867644,689096522
94867644,696190152
94867644,697733885
94867644,703293629
94867644,705310613
94867644,707160414
94867644,710578793
94867644,729718181
94867644,732320420
94867644,765817974
94867644,780709186
94867644,787306700
94867644,806359809
94867644,813125781
94867644,816457400
94867644,822782225
94867644,825514313
94867644,845169217
94867644,851632575
94867644,854331645
94867644,870468872
94867644,873875646
94867644,887544242
94867644,896672104
94867644,1024513202
94867644,1037464175
135883377,14739
135883377,74710
135883377,121346
135883377,122733
135883377,159199
135883377,196891
135883377,250864
135883377,281383
135883377,298959
135883377,299060
135883377,300239
135883377,301293
135883377,363742
135883377,393471
135883377,399052
135883377,515217
135883377,580849
135883377,605162
135883377,641753
135883377,882925
135883377,1020202
135883377,1029855
135883377,1080844
135883377,1125979
135883377,1166071
135883377,1168281
135883377,1230753
135883377,1387558
135883377,1401977
135883377,1421490
135883377,1493658
135883377,1548201
135883377,1711137
135883377,1711521
135883377,1753052
135883377,1821429
135883377,1839283
135883377,2024641
135883377,2067699
135883377,2077139
135883377,2144888
135883377,2200234
135883377,2276927
135883377,2351435
135883377,2437831
135883377,2678814
135883377,2883590
135883377,2913223
135883377,2918235
135883377,3007079
135883377,3150531
135883377,3282224
135883377,3343222
135883377,3400554
135883377,3431504
135883377,3447388
135883377,3461735
135883377,3607368
135883377,3689352
135883377,3782019
135883377,3808499
135883377,4014196
135883377,4100960
135883377,4608627
135883377,4737163
135883377,4802954
135883377,4837847
135883377,5044059
135883377,5189959
135883377,5403586
135883377,5603291
135883377,5666731
135883377,5793274
135883377,6068868
135883377,6070067
135883377,6310468
135883377,6467341
135883377,6472069
135883377,6477007
135883377,6495002
135883377,7356156
135883377,7515109
135883377,7553460
135883377,7562472
135883377,7857095
135883377,8286294
135883377,8322985
135883377,8609708
135883377,9119278
135883377,9140179
135883377,9365467
135883377,10012088
135883377,10063031
135883377,11171713
135883377,11644319
135883377,13204979
135883377,14126504
135883377,14170023
135883377,15085972
135883377,15233293
135883377,16069176
135883377,16341826
135883377,16728341
135883377,16806384
135883377,17747472
135883377,17859641
135883377,18143224
135883377,18201415
135883377,18915650
135883377,20156781
135883377,20343435
135883377,20526802
135883377,20741001
135883377,21687516
135883377,22138759
135883377,22316405
135883377,22369738
135883377,22656890
135883377,23234748
135883377,23498803
135883377,23555086
135883377,25087812
135883377,26345671
135883377,26448931
135883377,27191553
135883377,27769069
135883377,29544282
135883377,31048053
135883377,31380873
135883377,31945408
135883377,32215839
135883377,32997106
135883377,33996821
135883377,34469818
135883377,34892614
135883377,35616528
135883377,37362280
135883377,37591129
135883377,37849799
135883377,38776529
135883377,38897781
135883377,38929172
135883377,39762105
135883377,39829671
135883377,39852051
135883377,41182808
135883377,43663873
135883377,44272973
135883377,44440207
135883377,44553739
135883377,45989590
135883377,46051744
135883377,47593041
135883377,48218576
135883377,49891383
135883377,49912925
135883377,50222087
135883377,51454520
135883377,51670659
135883377,52588152
135883377,53337922
135883377,54211696
135883377,55471813
135883377,57223104
135883377,57224841
135883377,57756601
135883377,58440930
135883377,59296969
135883377,61213530
135883377,61361909
135883377,61389386
135883377,62027371
135883377,62132335
135883377,62172972
135883377,63327618
135883377,64252943
135883377,66702696
135883377,68265132
135883377,73302747
135883377,73557319
135883377,73804719
135883377,74459672
135883377,75347335
135883377,77584485
135883377,80201109
135883377,80605097
135883377,83430833
135883377,84751106
135883377,84834781
135883377,85449454
135883377,87798140
135883377,89184743
135883377,89212930
135883377,89535719
135883377,89619465
135883377,90907646
135883377,91318720
135883377,91421045
135883377,92009632
135883377,94037384
135883377,95443966
135883377,96218718
135883377,96792800
135883377,97142168
135883377,100293766
135883377,100734523
135883377,100929088
135883377,101100806
135883377,101721510
135883377,103004729
135883377,103922314
135883377,105389513
135883377,107199101
135883377,108446578
135883377,109837282
135883377,110427316
135883377,111176925
135883377,112723132
135883377,113207367
135883377,113526009
135883377,114213930
135883377,114246364
135883377,114461515
135883377,116994721
135883377,118094339
135883377,119739789
135883377,120031876
135883377,120062407
135883377,120927143
135883377,121044348
135883377,121823532
135883377,121892821
135883377,121896613
135883377,122119360
135883377,123598781
135883377,124301692
135883377,124775822
135883377,129084375
135883377,133169368
135883377,134039099
135883377,134370241
135883377,134662421
135883377,134786890
135883377,135152156
135883377,135912267
135883377,135991299
135883377,136236406
135883377,136573806
135883377,137154105
135883377,138039166
135883377,138768241
135883377,139580781
135883377,141134334
135883377,141791637
135883377,142121926
135883377,142366051
135883377,142690109
135883377,143486672
135883377,144557805
135883377,144728302
135883377,145015907
135883377,145221048
135883377,145645525
135883377,145872260
135883377,146487813
135883377,146553153
135883377,146828771
135883377,147609499
135883377,147835397
135883377,148303764
135883377,148504969
135883377,148662037
135883377,150909155
135883377,153726773
135883377,154506662
135883377,154762836
135883377,155057385
135883377,155919858
135883377,156029756
135883377,156687744
135883377,159364616
135883377,159677787
135883377,159984661
135883377,161613112
135883377,163187940
135883377,164875750
135883377,165341081
135883377,165738047
135883377,166279415
135883377,166627739
135883377,167833177
135883377,168029856
135883377,169736222
135883377,170168130
135883377,170779967
135883377,170872322
135883377,170985397
135883377,173774259
135883377,174450222
135883377,175566368
135883377,176682600
135883377,178195200
135883377,179354408
135883377,179395829
135883377,179910862
135883377,180916539
135883377,181908358
135883377,181951967
135883377,182082665
135883377,182382580
135883377,188384509
135883377,188986908
135883377,191228642
135883377,191235780
135883377,192093716
135883377,192740817
135883377,194287293
135883377,194874251
135883377,195026845
135883377,198454817
135883377,200536560
135883377,200893244
135883377,202052056
135883377,203219806
135883377,203242965
135883377,203558994
135883377,205420949
135883377,212018667
135883377,214068055
135883377,214080546
135883377,214531075
135883377,216688966
135883377,217748032
135883377,217885729
135883377,219602250
135883377,221321396
135883377,222115677
135883377,222659660
135883377,224215209
135883377,225492573
135883377,225897448
135883377,226176556
135883377,226470499
135883377,227170841
135883377,227525511
135883377,229301268
135883377,229772376
135883377,230260509
135883377,231390569
135883377,234997206
135883377,238751805
135883377,240119374
135883377,240707825
135883377,241215128
135883377,242047333
135883377,246651630
135883377,250830997
135883377,252360785
135883377,262658518
135883377,262930045
135883377,264301579
135883377,266298281
135883377,266356642
135883377,268510616
135883377,269438528
135883377,273508856
135883377,280359624
135883377,282343851
135883377,291105166
135883377,292983787
135883377,297407295
135883377,303235088
135883377,303245638
135883377,305324663
135883377,306688225
135883377,313091456
135883377,315041709
135883377,315206399
135883377,320626118
135883377,324278688
135883377,326048109
135883377,326225513
135883377,337685029
135883377,342192447
135883377,349545639
135883377,354852204
135883377,355068407
135883377,362484561
135883377,363504632
135883377,366642900
135883377,372090461
135883377,381230403
135883377,381343627
135883377,381490884
135883377,382393835
135883377,385457066
135883377,390131059
135883377,392246305
135883377,395154382
135883377,395468092
135883377,402236678
135883377,405428117
135883377,421298403
135883377,431057642
135883377,442135401
135883377,443386228
135883377,450035860
135883377,451979452
135883377,455778326
135883377,458639834
135883377,462039103
135883377,467799664
135883377,475575257
135883377,485960843
135883377,498718301
135883377,503959178
135883377,504137651
135883377,510932667
135883377,513137106
135883377,522761034
135883377,528070834
135883377,529909284
135883377,547057705
135883377,561842285
135883377,562971239
135883377,566436337
135883377,568551561
135883377,580657041
135883377,590877956
135883377,640388373
135883377,644988359
135883377,649784461
135883377,710387873
135883377,721524010
135883377,730424712
135883377,750601183
135883377,772693485
135883377,778370425
135883377,785873191
135883377,869438941
145015907,16906
145015907,17289
145015907,42482
145015907,116430
145015907,830105
145015907,1463355
145015907,2339663
145015907,2885692
145015907,3142159
145015907,3144607
145015907,3324629
145015907,3659450
145015907,3923271
145015907,4279379
145015907,4879120
145015907,4879387
145015907,4939765
145015907,5101969
145015907,6148617
145015907,7521983
145015907,8600021
145015907,9546993
145015907,10296462
145015907,10331417
145015907,10457422
145015907,12140623
145015907,12405803
145015907,13013512
145015907,13303070
145015907,13786180
145015907,13947341
145015907,13949988
145015907,14837508
145015907,15446058
145015907,17157021
145015907,17354340
145015907,18037347
145015907,18427944
145015907,18697217
145015907,18808942
145015907,19221855
145015907,20341211
145015907,21121015
145015907,22182144
145015907,23088930
145015907,24102310
145015907,24103320
145015907,24545118
145015907,26105768
145015907,26948916
145015907,29046584
145015907,29447112
145015907,30546197
145015907,30636890
145015907,32494362
145015907,34195288
145015907,34335983
145015907,34906592
145015907,36385317
145015907,38563301
145015907,38729001
145015907,39135539
145015907,39314716
145015907,40360155
145015907,41228233
145015907,41395242
